talk_id,title,speaker,recorded_date,published_date,event,duration,views,likes
12650,Why we should end animal agriculture ,Jacy Reese Anthis,2018-02-03,2018-03-14,TEDxUniversityofMississippi,786,171278,5100
9951,3 myths about the future of work (and why they're not true),Daniel Susskind,2017-12-28,2018-03-14,"TED@Merck KGaA, Darmstadt, Germany",937,1651244,49000
3618,Why must artists be poor?,Hadi Eldebek,2016-12-13,2018-03-15,TED Residency,391,1355826,40000
12349,How the progress bar keeps you sane,Daniel Engber,2018-03-15,2018-03-15,Small Thing Big Idea,214,728525,21000
12350,How the jump rope got its rhythm,Kyra Gaunt,2018-03-15,2018-03-15,Small Thing Big Idea,202,590498,17000
12347,"The 3,000-year history of the hoodie",Paola Antonelli,2018-03-15,2018-03-15,Small Thing Big Idea,199,844912,25000
12348,Why the pencil is perfect,Caroline Weaver,2018-03-15,2018-03-15,Small Thing Big Idea,206,1406351,42000
12346,The genius of the London Tube Map,Michael Bierut,2018-03-15,2018-03-15,Small Thing Big Idea,181,1349048,40000
12352,The hidden ways stairs shape your life,David Rockwell,2018-03-15,2018-03-15,Small Thing Big Idea,175,576746,17000
12353,How the hyperlink changed everything,Margaret Gould Stewart,2018-03-15,2018-03-15,Small Thing Big Idea,200,462300,13000
10274,The Great Migration and the power of a single decision,Isabel Wilkerson,2017-11-01,2018-03-15,TEDWomen 2017,1065,2712676,81000
12729,Cómo darle credibilidad a tu voz,Emma Rodero,2018-02-17,2018-03-15,TEDxMalagueta,1003,4555823,136000
12351,How the button changed fashion,Isaac Mizrahi,2018-03-15,2018-03-15,Small Thing Big Idea,127,611134,18000
12459,"""my mama"" / ""BLACK BANANA""", Rei,2017-10-17,2018-03-16,TED Salon Brightline Initiative,507,573386,17000
12354,What we can do about the culture of hate,Sally Kohn,2017-11-01,2018-03-16,TEDWomen 2017,1056,1419732,42000
11997,How I use art to bridge misunderstanding,Adong Judith,2017-08-27,2018-03-19,TEDGlobal 2017,290,1034846,31000
10266,Can I have your brain? The quest for truth on concussions and CTE,Chris Nowinski,2017-11-18,2018-03-19,TEDxBeaconStreet,670,1203819,36000
12303,A rite of passage for late life,Bob Stein,2017-11-28,2018-03-20,TED Residency,343,1239336,37000
11337,What if gentrification was about healing communities instead of displacing them?,Liz Ogbu,2017-11-01,2018-03-20,TEDWomen 2017,892,990820,29000
12302,"For survivors of Ebola, the crisis isn't over",Soka Moses,2017-11-01,2018-03-21,TEDMED 2017,834,943216,28000
12060,The human stories behind mass incarceration,Eve Abrams,2017-11-01,2018-03-22,TEDWomen 2017,809,1037488,31000
11327,Need a new idea? Start at the edge of what is known,Vittorio Loreto,2017-10-04,2018-03-22,TED@BCG Milan,959,1620397,48000
12803,The rhythm of Afrobeat, Sauti Sol,2017-08-27,2018-03-23,TEDGlobal 2017,735,342202,10000
12066,How to tame your wandering mind,Amishi Jha,2017-03-17,2018-03-23,TEDxCoconutGrove,1078,5254022,157000
9982,What if we paid doctors to keep people healthy?,Matthias Müllenbeck,2017-11-26,2018-03-26,"TED@Merck KGaA, Darmstadt, Germany",630,1574289,47000
12501,How quantum physics can make encryption stronger,Vikram Sharma,2017-12-10,2018-03-27,TED@Westpac,703,1247762,37000
13062,How fungi recognize (and infect) plants,Mennat El Ghalid,2017-08-27,2018-03-27,TEDGlobal 2017,266,1192004,35000
13585,How to stop screwing yourself over,Mel Robbins,2011-06-04,2018-03-28,TEDxSF,1300,29769377,893000
13584,What makes you special?,Mariana Atencio,2017-04-27,2018-03-28,TEDxUniversityofNevada,1067,20889351,626000
12908,Academic research is publicly funded -- why isn't it publicly available?,Erica Stone,2016-10-28,2018-03-28,TEDxMileHighWomen,574,1037233,31000
13587,My philosophy for a happy life,Sam Berns,2013-10-25,2018-03-28,TEDxMidAtlantic 2013,765,45113426,1300000
13589,Why people believe they can't draw,Graham Shaw,2015-02-28,2018-03-28,TEDxHull,904,38245064,1100000
8298,My descent into America's neo-Nazi movement -- and how I got out,Christian Picciolini,2017-11-10,2018-03-28,TEDxMileHigh,1209,4536923,136000
13586,Why you should quit social media,Cal Newport,2016-06-03,2018-03-28,TEDxTysons,831,9758061,292000
13588,Plus-size? More like my size,Ashley Graham,2015-04-25,2018-03-28,TEDxBerkleeValencia,595,4443733,133000
12202,The role of faith and belief in modern Africa,Ndidi Nwuneli,2017-08-27,2018-03-29,TEDGlobal 2017,782,946368,28000
12370,Why I choose humanism over faith,Leo Igwe,2017-08-27,2018-03-29,TEDGlobal 2017,610,1294468,38000
12409,Our fight for disability rights -- and why we're not done yet,Judith Heumann,2016-10-21,2018-03-30,TEDxMidAtlantic,1020,1320969,39000
12498,How we can teach computers to make sense of our emotions,Raphael Arar,2017-12-06,2018-04-02,TED@IBM,670,1325007,39000
12571,My $500 house in Detroit -- and the neighbors who helped me rebuild it,Drew Philp,2017-11-16,2018-04-03,TEDNYC,814,1390761,41000
13010,"Undocumented lives, inside out", JR,2018-04-04,2018-04-03,Torchbearers,327,15981,479
13011,Passion for compassion,Karen Armstrong,2018-04-04,2018-04-03,Torchbearers,417,29030,870
9984,Math can help uncover cancer's secrets,Irina Kareva,2017-12-28,2018-04-03,"TED@Merck KGaA, Darmstadt, Germany",450,1271928,38000
13567,A simple way to tell insects apart,Anika Hazra,2018-04-03,2018-04-03,TED-Ed,246,361616,10000
13009,Food revolutionaries,Jamie Oliver,2018-04-04,2018-04-03,Torchbearers,353,53129,1500
13013,Armchair archaeologist,Sarah Parcak,2018-04-04,2018-04-03,Torchbearers,350,21722,651
13012,Community health heroes,Raj Panjabi,2018-04-04,2018-04-04,Torchbearers,430,20814,624
13000,"To eliminate waste, we need to rediscover thrift",Andrew Dent,2017-11-16,2018-04-04,TEDNYC,625,1470274,44000
12799,Should we create a solar shade to cool the earth?,Danny Hillis,2017-04-24,2018-04-05,TED2017,415,1302557,39000
13591,How I use the drum to tell my story,Kasiva Mutua,2017-08-27,2018-04-06,TEDGlobal 2017,748,1242815,37000
12800,The Standing Rock resistance and our fight for Indigenous rights,Tara Houska,2017-11-01,2018-04-09,TEDWomen 2017,654,1272074,38000
13778,How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,2017-10-27,2018-04-10,TEDxMidAtlantic,1303,1096620,32000
13022,How the arts help homeless youth heal and build,Malika Whitley,2017-11-28,2018-04-11,TED Residency,378,1048050,31000
12727,How language shapes the way we think,Lera Boroditsky,2017-11-01,2018-04-11,TEDWomen 2017,842,18810079,564000
14485,The discoveries awaiting us in the ocean's twilight zone,Heidi M. Sosik,2018-04-10,2018-04-12,TED2018,591,1466504,43000
14484,What if we eliminated one of the world's oldest diseases?,Caroline Harper,2018-04-10,2018-04-12,TED2018,602,1439089,43000
14439,How we need to remake the internet,Jaron Lanier,2018-04-10,2018-04-12,TED2018,885,3540548,106000
14471,What if we ended the injustice of bail?,Robin Steinberg,2018-04-10,2018-04-12,TED2018,855,2699710,80000
14491,The most powerful woman you've never heard of,T. Morgan Dixon and Vanessa Garrison,2018-04-10,2018-04-13,TED2018,788,2016175,60000
14486,Let's launch a satellite to track a threatening greenhouse gas,Fred Krupp,2018-04-10,2018-04-13,TED2018,503,1551819,46000
14612,"""AI therapy""",Mother London,2018-04-11,2018-04-14,TED2018,147,14806,444
14610,"""Illusions for a better society""","Aaron Duffy, Lake Buckley and Jack Foster",2018-04-13,2018-04-14,TED2018,110,12863,385
14611,"""It's not amazing enough""",Duncan Cowles,2018-04-12,2018-04-14,TED2018,93,6964,208
14609,"""Chromatic""",Shane Griffin,2018-04-12,2018-04-14,TED2018,183,12846,385
14392,What's missing in the global debate over refugees,Yasin Kakande,2018-04-10,2018-04-16,TED2018,257,1124925,33000
9983,"A printable, flexible, organic solar cell",Hannah Bürckstümmer,2017-12-28,2018-04-17,"TED@Merck KGaA, Darmstadt, Germany",605,1437399,43000
13247,The harm reduction model of drug addiction treatment,Mark Tyndall,2017-11-01,2018-04-18,TEDMED 2017,981,1499972,44000
13029,"The ""dead zone"" of the Gulf of Mexico",Nancy Rabalais,2017-11-01,2018-04-18,TEDWomen 2017,713,1291562,38000
14613,Why it's worth listening to people you disagree with,Zachary R. Wood,2018-04-10,2018-04-19,TED2018,673,4176606,125000
14608,A Parkland teacher's homework for us all,Diane Wolk-Rogers,2018-04-10,2018-04-20,TED2018,937,2490219,74000
14615,SpaceX's plan to fly you across the globe in 30 minutes,Gwynne Shotwell,2018-04-10,2018-04-23,TED2018,1279,3634088,109000
13834,War and what comes after,Clemantine Wamariya,2017-11-01,2018-04-24,TEDWomen 2017,753,1126322,33000
13035,"Visions of Africa's future, from African filmmakers",Dayo Ogunyemi,2017-08-27,2018-04-24,TEDGlobal 2017,695,1010169,30000
14614,A woman's fury holds lifetimes of wisdom,Tracee Ellis Ross,2018-04-10,2018-04-25,TED2018,625,1648212,49000
11976,What I've learned about parenting as a stay-at-home dad,Glen Henry,2017-10-27,2018-04-26,TEDxMidAtlantic,636,1349998,40000
13217,How work kept me going during my cancer treatment,Sarah Donnelly,2017-12-10,2018-04-26,TED@Westpac,680,999109,29000
15214,Empathy is not endorsement,Dylan Marron,2018-04-10,2018-04-27,TED2018,642,4352491,130000
13830,"""RainMakers""",Qudus Onikeku and The QTribe,2017-08-27,2018-04-27,TEDGlobal 2017,258,184325,5500
12979,Can we end a culture of abandonment?,Monica Johnson,2016-09-15,2018-04-30,TED@UPS,541,34958,1000
15274,Is the world getting better or worse? A look at the numbers,Steven Pinker,2018-04-10,2018-04-30,TED2018,1102,4487112,134000
13878,How a male contraceptive pill could work,John Amory,2017-11-01,2018-05-01,TEDMED 2017,373,1168934,35000
13316,Why tech needs the humanities,Eric Berridge,2017-12-06,2018-05-01,TED@IBM,662,1371011,41000
15149,It's time for the law to protect victims of gender violence,Laura L. Dunn,2018-04-10,2018-05-02,TED2018,363,1206279,36000
13195,"To design better tech, understand context",Tania Douglas,2017-08-27,2018-05-03,TEDGlobal 2017,504,1207977,36000
5990,Why you don't like the sound of your own voice,Rébecca Kleinberger,2017-11-18,2018-05-03,TEDxBeaconStreet,752,4111505,123000
12946,How to do more with less in healthcare,Jan Denecker,2016-09-15,2018-05-04,TED@UPS,642,45766,1300
12966,Finding a new frequency,John Bidden,2016-09-15,2018-05-04,TED@UPS,425,6967,209
12971,What if we used the problem as part of the solution?,Katie Francfort,2016-09-15,2018-05-04,TED@UPS,758,23127,693
12988,Why animals in zoos need choice,Stephanie Braccini Slade,2016-09-15,2018-05-04,TED@UPS,555,31194,935
13027,The future of delivery in our new on-demand economy,Alan Amling,2015-09-02,2018-05-04,TED@UPS,703,40582,1200
13026,How dance helps me deal with stress,Yami Joshi,2015-09-02,2018-05-04,TED@UPS,644,47836,1400
12824,Can we design cities for happiness?,Thomas Madrecki,2017-07-20,2018-05-04,TED@UPS,644,17269,518
13017,A mandolin master's tribute to keeping your day job,Johnny Staats,2015-09-02,2018-05-04,TED@UPS,431,20885,626
12811,What businesses can learn from refugee communities,Christine Thach,2017-07-20,2018-05-04,TED@UPS,702,7354,220
12814,Art and awe as healing,Jennifer Allison,2017-07-20,2018-05-04,TED@UPS,793,21526,645
12816,How a truck driver sees and saves people on America's highways,John McKown,2017-07-20,2018-05-04,TED@UPS,660,10910,327
12818,A tribute to West Virginia coal miners,"Johnny Staats, Davey Vaughn",2017-07-20,2018-05-04,TED@UPS,515,5735,172
12936,Rediscovering heritage through dance,Amelia Laytham,2016-09-15,2018-05-04,TED@UPS,533,21382,641
12812,Lessons from a former Air Force pilot on counterintuitive thinking,Jeff Kozak,2017-07-20,2018-05-04,TED@UPS,416,16800,504
13016,An easy way to cook up innovation,Joachim Horn,2015-09-02,2018-05-04,TED@UPS,534,21172,635
13024,Taking trash talk to a whole new level,Peter Harris,2015-09-02,2018-05-04,TED@UPS,592,22890,686
13014,Hunger isn't a food issue. It's a logistics issue,Esther Ndichu,2015-09-02,2018-05-04,TED@UPS,698,87610,2600
13018,Why being your true self is the most selfless act,Kelly Lepley,2015-09-02,2018-05-04,TED@UPS,528,69505,2000
13015,"How I leapt from a responsible ""no"" to an impassioned ""yes""",Jared Hill,2015-09-02,2018-05-04,TED@UPS,529,10104,303
13020,When you shouldn't follow the rules,Laura Lane,2015-09-02,2018-05-04,TED@UPS,812,52990,1500
13021,The argument for trouble,Mark Modesti,2015-09-02,2018-05-04,TED@UPS,434,18934,568
13025,The global business next door,Scott Szwast,2015-09-02,2018-05-04,TED@UPS,608,88485,2600
12963,In defense of emojis,Jenna Schilstra,2016-09-15,2018-05-04,TED@UPS,613,51680,1500
15471,How to build (and rebuild) trust,Frances Frei,2018-04-10,2018-05-04,TED2018,896,5801026,174000
13028,The hardest step in innovation? Looking foolish in front of the crowd,Jack Levis,2015-09-02,2018-05-04,TED@UPS,599,36463,1000
13019,I am the donation,Kevin Etter,2015-09-02,2018-05-04,TED@UPS,603,8179,245
12972,What if we could address the unaddressable?,Mario Paluzzi,2016-09-15,2018-05-04,TED@UPS,649,13263,397
13828,What it takes to be racially literate,Priya Vulchi and Winona Guo,2017-11-01,2018-05-07,TEDWomen 2017,732,1631721,48000
12829,The hidden messages in multiplication,Uma Adwani,2017-07-20,2018-05-07,TED@UPS,682,162072,4800
12983,"When goods cross borders, armies stay home",Romaine Seguin,2016-09-15,2018-05-07,TED@UPS,659,17835,535
2893,Why we need to pay attention to Chinese millennials,Sebastian Guo,2017-07-20,2018-05-07,TED@UPS,600,30495,914
15640,Microplastics are everywhere -- but we can do something about them,Sarah Dudas,2018-03-25,2018-05-08,TEDxBinghamtonUniversity,870,83233,2400
13464,A playful solution to the housing crisis,Sarah Murray,2017-12-10,2018-05-08,TED@Westpac,631,1180323,35000
11363,How Baltimore called a ceasefire,Erricka Bridgeford,2017-10-27,2018-05-08,TEDxMidAtlantic 2017,677,982346,29000
15518,Why you should make useless things,Simone Giertz,2018-04-10,2018-05-09,TED2018,708,4334710,130000
15112,"""Iyeza"" / ""Zabalaza""",Thandiswa Mazwai,2017-08-27,2018-05-10,TEDGlobal 2017,637,303548,9100
13465,What it's like to be a transgender dad,LB Hannahs,2017-04-01,2018-05-10,TEDxUF,814,1415933,42000
15813,The truth about unwanted arousal,Emily Nagoski,2018-04-10,2018-05-11,TED2018,906,3027610,90000
15537,"A healthy economy should be designed to thrive, not grow",Kate Raworth,2018-04-10,2018-05-14,TED2018,944,4575663,137000
16014,Why forgiveness is worth it,Sarah Montana,2018-03-27,2018-05-14,TEDxLincolnSquare,954,1030570,30000
15553,"The doctors, nurses and aid workers rebuilding Syria",Rola Hallam,2018-04-10,2018-05-15,TED2018,418,1206478,36000
15275,"Scientists must be free to learn, to speak and to challenge",Kirsty Duncan,2018-04-10,2018-05-16,TED2018,825,1349242,40000
13518,How Pakistani women are taking the internet back,Nighat Dad,2017-08-27,2018-05-17,TEDGlobal 2017,308,1232410,36000
13340,The age-old sharing economies of Africa -- and why we should scale them,Robert Neuwirth,2017-08-27,2018-05-17,TEDGlobal 2017,545,1310502,39000
16159,Why fascism is so tempting -- and how your data could power it,Yuval Noah Harari,2018-04-10,2018-05-18,TED2018,1092,4626989,138000
15814,"""You Found Me""",Helen Gillet,2017-11-01,2018-05-18,TEDWomen 2017,295,474397,14000
15722,Where joy hides and how to find it,Ingrid Fetell Lee,2018-04-10,2018-05-21,TED2018,809,2983449,89000
13720,The shocking danger of mountaintop removal -- and why it must end,Michael Hendryx,2017-11-01,2018-05-22,TEDMED 2017,815,1210529,36000
16820,What marrying an immigrant taught me about cultural bias,Kyle Quinn,2018-02-17,2018-05-22,TEDxUCincinnati,967,35115,1000
15284,What it's like to be the child of immigrants,Michael Rain,2017-11-28,2018-05-22,TED Residency,472,1274111,38000
16827,Want a happier life? Be more compassionate,Stephen Trzeciak,2018-04-07,2018-05-22,TEDxPenn,917,20429,612
15555,How I made friends with reality,Emily Levine,2018-04-10,2018-05-23,TED2018,932,2597386,77000
17035,Why we must protect the digital rights of children,Baroness Beeban Kidron,2016-02-11,2018-05-24,TEDxPlaceDesNations,960,13590,407
15862,How to start a conversation about suicide,Jeremy Forbes,2017-12-10,2018-05-24,TED@Westpac,727,1533197,45000
17023,How data brokers sell your identity,Madhumita Murgia,2017-04-21,2018-05-24,TEDxExeter,980,169166,5000
17038,Using corporate data to improve our lives,Stefaan Verhulst,2016-10-21,2018-05-24,TEDxMidAtlantic,800,5680,170
13517,How to turn a group of strangers into a team,Amy Edmondson,2017-10-17,2018-05-24,TED Salon Brightline Initiative,777,3007465,90000
16985,The surveillance device you carry around all day,Marta Peirano,2015-09-12,2018-05-24,TEDxMadrid,573,4509730,135000
13055,Comics belong in the classroom,Gene Luen Yang,2016-11-05,2018-05-25,TEDxManhattanBeach,627,1510592,45000
16960,Do we really own our bodies?,Gaspard Koenig,2016-09-13,2018-05-25,TEDxParis,898,61533,1800
15536,A teen scientist's invention to help wounds heal,Anushka Naiknaware,2017-11-01,2018-05-29,TEDWomen 2017,408,1585105,47000
15452,This simple test can help kids hear better,Susan Emmett,2017-08-27,2018-05-29,TEDGlobal 2017,314,1287567,38000
17238,How we'll become cyborgs and extend human potential,Hugh Herr,2018-04-10,2018-05-30,TED2018,903,2269780,68000
17280,What if we digitally empowered community health workers?,Raj Panjabi,2018-04-10,2018-05-30,TED2018,446,6384,191
15398,What gardening taught me about life,tobacco brown,2017-11-28,2018-05-31,TED Residency,391,1345820,40000
17240,How vultures can help solve crimes,Lauren Pharr,2017-03-11,2018-05-31,TEDxLSU,636,1464087,43000
15531,How we can turn the cold of outer space into a renewable resource,Aaswath Raman,2018-04-10,2018-06-01,TED2018,797,2272826,68000
17275,Why theater is essential to democracy,Oskar Eustis,2018-04-10,2018-06-04,TED2018,780,1312658,39000
15289,The critical role librarians play in the opioid crisis,Chera Kowalski,2017-11-01,2018-06-05,TEDMED 2017,711,1315390,39000
18011,Healthcare's compassion crisis,Stephen Trzeciak,2018-04-07,2018-06-05,TEDxPenn,905,109165,3200
13476,What if we replaced politicians with randomly selected people?,Brett Hennig,2017-05-04,2018-06-05,TEDxDanubia,561,1768763,53000
17237,How technology can fight extremism and online harassment,Yasmin Green,2018-04-10,2018-06-06,TED2018,810,2869166,86000
17733,Let's turn the high seas into the world's largest nature reserve,Enric Sala,2018-04-10,2018-06-06,TED2018,775,1322903,39000
17850,Por qué necesitamos proteger el alta mar,Enric Sala,2018-04-26,2018-06-06,TED en Español en NYC,762,22185,665
17603,Inside the fight against Russia's fake news empire,Olga Yurkova,2018-04-10,2018-06-07,TED2018,306,1409454,42000
18190,Why we should take laughter more seriously,Sophie Scott,2018-04-20,2018-06-07,TEDxExeter,784,68644,2000
17849,Can you solve the giant cat army riddle?,Dan Finkel,2018-06-11,2018-06-11,TED-Ed,269,3201915,96000
17713,How octopuses battle each other,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,219,697271,20000
17711,This computer is learning to read your mind ,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,338,410118,12000
17712,The real reason why mosquitoes buzz,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,273,648754,19000
17697,How a dragonfly's brain is designed to kill,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,304,1337702,40000
17699,How you can make a fruit fly eat veggies,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,256,447986,13000
17698,How sound can hack your memory while you sleep,Greg Gage,2018-06-04,2018-06-11,DIY Neuroscience,234,1083775,32000
17922,Why the secret to success is setting the right goals,John Doerr,2018-04-10,2018-06-11,TED2018,701,7627356,228000
17848,The Irish myth of the Giant's Causeway,Iseult Gillespie,2018-06-12,2018-06-12,TED-Ed,223,1762791,52000
5451,What we'll learn about the brain in the next century,Sam Rodriques,2017-11-18,2018-06-12,TEDxBeaconStreet,801,1729708,51000
17846,The journey through loss and grief,Jason B. Rosenthal,2018-04-10,2018-06-12,TED2018,839,2386308,71000
17851,"How to get empowered, not overpowered, by AI",Max Tegmark,2018-04-10,2018-06-13,TED2018,1025,1495318,44000
15420,How I'm bringing queer pride to my rural village,Katlego Kolanyane-Kesupile,2017-08-27,2018-06-14,TEDGlobal 2017,339,1277262,38000
18845,Why we need to put politics in its place,Dr. Robert Talisse,2018-03-16,2018-06-14,TEDxNashville,1077,8796,263
17923,What causes insomnia?,Dan Kwartler,2018-06-14,2018-06-14,TED-Ed,288,5358966,160000
18219,"The incredible potential of flexible, soft robots",Giada Gerboni,2018-04-10,2018-06-14,TED2018,557,1523830,45000
18094,Four billion years of evolution in six minutes,Prosanta Chakrabarty,2018-04-10,2018-06-15,TED2018,331,4382380,131000
17845,Can home cooking change the world?,Gastón Acurio,2018-04-26,2018-06-18,TED en Español en NYC,795,686581,20000
18514,Did the Amazons really exist?,Adrienne Mayor,2018-06-18,2018-06-18,TED-Ed,287,2874587,86000
15290,The surprising science of alpha males,Frans de Waal,2017-11-01,2018-06-18,TEDMED 2017,945,3786006,113000
17239,Technology that knows what you're feeling,Poppy Crum,2018-04-10,2018-06-19,TED2018,753,1733296,51000
19320,How to restore trust in Journalism,Ann Curry,2018-04-21,2018-06-19,TEDxPortland,1643,42802,1200
17994,The science of hearing,Douglas L. Oliver,2018-06-19,2018-06-19,TED-Ed,318,877489,26000
18394,How we can bring mental health support to refugees,Essam Daod,2018-04-10,2018-06-20,TED2018,314,1489664,44000
16913,How Netflix changed entertainment -- and where it's headed,Reed Hastings,2018-04-10,2018-06-21,TED2018,1242,2200669,66000
18818,How do your hormones work?,Emma Bryce,2018-06-21,2018-06-21,TED-Ed,285,1980546,59000
19140,Why you should love gross science,Anna Rothschild,2016-10-21,2018-06-21,TEDxMidAtlantic,782,1386709,41000
19408,How monitoring animal health can predict human disease outbreaks,Tracey McNamara,2018-04-07,2018-06-21,TEDxUCLA,917,120762,3600
18469,The nightmare videos of children's YouTube -- and what's wrong with the internet today,James Bridle,2018-04-10,2018-06-22,TED2018,982,7707981,231000
18517,How we can design timeless cities for our collective future,Vishaan Chakrabarti,2018-04-10,2018-06-25,TED2018,784,1496371,44000
19172,The psychology of post-traumatic stress disorder,Joelle Rabow Maletis,2018-06-25,2018-06-25,TED-Ed,295,3045012,91000
19413,The symbols of systemic racism -- and how to take away their power,Paul Rucker,2018-04-10,2018-06-26,TED2018,411,1906547,57000
19659,How our voices reveal anxiety,Jackie Gartner-Schmidt,2018-06-16,2018-06-27,TEDxPittsburgh,577,280775,8400
19729,What if we supported millions of African farmers in growing more food?,Andrew Youn,2018-04-10,2018-06-27,TED2018,623,15061,451
18928,"The story of 'Oumuamua, the first visitor from another star system",Karen J. Meech,2018-04-10,2018-06-27,TED2018,794,9294561,278000
18592,Bridges should be beautiful,Ian Firth,2018-04-10,2018-06-27,TED2018,831,1258865,37000
19702,What does it really mean for leaders to be authentic?,Herminia Ibarra,2018-05-04,2018-06-27,TEDxLondonBusinessSchool,1002,93892,2800
19173,Can you solve the Mondrian squares riddle?,Gordon Hamilton,2018-06-28,2018-06-28,TED-Ed,277,1195270,35000
19175,The agony of opioid withdrawal -- and what doctors should tell patients about it,Travis Rieder,2017-10-27,2018-06-28,TEDxMidAtlantic,847,2746502,82000
18512,What causes hallucinations?,Elizabeth Cox,2018-06-26,2018-06-28,TED-Ed,328,4506023,135000
19322,How autonomous flying taxis could change the way you travel,Rodin Lyasoff,2018-04-10,2018-06-29,TED2018,473,1671081,50000
19478,The tiny creature that secretly powers the planet,Penny Chisholm,2018-04-10,2018-07-02,TED2018,988,1536672,46000
20084,"The keys to a happier, healthier sex life",Emily Nagoski,2016-01-23,2018-07-02,TEDxUniversityofNevada,1029,588435,17000
20087,Love others to love yourself,Keiichiro Hirano,2012-09-16,2018-07-03,TEDxKyoto,615,166557,4900
19727,Why teens confess to crimes they didn't commit,Lindsay Malloy,2016-11-16,2018-07-03,TEDxFIU,874,1565965,46000
20088,A simple trick to improve positive thinking,Alison Ledgerwood,2013-05-18,2018-07-03,TEDxUCDavis,600,6655311,199000
20086,How do you define yourself?,Lizzie Velásquez,2013-12-05,2018-07-03,TEDxAustinWomen,791,12980784,389000
19330,How we're saving one of Earth's last wild places,Steve Boyes,2018-04-10,2018-07-03,TED2018,531,1462964,43000
19756,A new way to remove CO2 from the atmosphere,Jennifer Wilcox,2018-04-10,2018-07-05,TED2018,846,3668115,110000
16782,A crash course in organic chemistry,Jakob Magolan,2017-05-06,2018-07-06,TEDxUIdaho,944,1920609,57000
19174,Are there universal expressions of emotion?,Sophie Zadeh,2018-07-03,2018-07-09,TED-Ed,269,403560,12000
19460,Why don't poisonous animals poison themselves?,Rebecca Tarvin,2018-07-05,2018-07-09,TED-Ed,300,2495355,74000
19461,The rapid growth of the Chinese internet -- and where it's headed,Gary Liu,2018-04-10,2018-07-09,TED2018,751,1947172,58000
19535,How we study the microbes living in your gut,Dan Knights,2017-11-01,2018-07-10,TEDMED 2017,587,1523659,45000
19266,How farming could employ Africa's young workforce -- and help build peace,Kola Masha,2017-08-27,2018-07-10,TEDGlobal 2017,641,1247163,37000
19829,What is the coldest thing in the world?,Lina Marieth Hoyos,2018-07-10,2018-07-10,TED-Ed,252,1453106,43000
19740,How to build synthetic DNA and send it across the internet,Dan Gibson,2018-04-10,2018-07-11,TED2018,898,1552047,46000
19851,A new way to monitor vital signs (that can see through walls),Dina Katabi,2018-04-10,2018-07-12,TED2018,787,1624416,48000
19883,An honest look at the personal finance crisis,Elizabeth White,2017-02-25,2018-07-12,TEDxVCU,1082,2028177,60000
19830,How exactly does binary code work?,José Américano N L F de Freitas,2018-07-12,2018-07-12,TED-Ed,266,1112902,33000
19893,"""The Last Serenade""",Lili Haydn,2018-04-10,2018-07-13,TED2018,234,734999,22000
20259,The genius behind some of the world's most famous buildings,Renzo Piano,2018-04-10,2018-07-13,TED2018,894,1464793,43000
13345,El marketing para terminar guerras,Francisco Samper,2017-10-07,2018-07-16,TEDxRosario 2017,1113,49546,1400
20447,The mission to create a searchable database of Earth's surface,Will Marshall,2018-04-10,2018-07-16,TED2018,363,1808389,54000
19714,El valor de nuestra diversidad interna,Rebeca Hwang,2018-04-26,2018-07-17,TED en Español en NYC,725,67438,2000
20317,History vs. Augustus,Peta Greenfield & Alex Gendler,2018-07-17,2018-07-17,TED-Ed,291,1913388,57000
16294,The power of diversity within yourself,Rebeca Hwang,2018-04-10,2018-07-17,TED2018,575,1916255,57000
20974,How memory science can help fight harassment,Julia Shaw,2018-07-01,2018-07-17,TEDxLondon,581,71162,2100
15697,Nuestras mentiras en la vida y en los negocios,Néstor Guerra,2017-05-12,2018-07-18,TEDxTarragona,871,26715,801
19992,What the Russian Revolution would have looked like on social media,Mikhail Zygar,2018-04-10,2018-07-18,TED2018,279,1463823,43000
15696,¿A quién pertenece el pasado?,Alberto Garín,2015-01-20,2018-07-18,TEDxUFM,799,23983,719
15694,La voz del artista,Fernanda Castillo,2016-05-21,2018-07-18,TEDxPitic,924,1557229,46000
15693, Duelo por la muerte del padre,Hernán Casciari,2016-10-22,2018-07-18,TEDxRiodelaPlata,1050,1035431,31000
15699,Las palabras de la discriminación,Carmen Jiménez Borja,2017-09-23,2018-07-18,TEDxValladolid,690,37562,1100
16779,Un ejército de mujeres ,Alba Sotorra,2016-11-19,2018-07-18,TEDxReus,1177,18325,549
15716,Reescribe el cuento de tu vida,Lucas Raspall,2016-11-16,2018-07-18,TEDxRosario,778,142785,4200
15707,La verdad es mentira,Daniel Molina,2015-09-24,2018-07-18,TEDxRiodelaPlata,961,210250,6300
16983,El impacto del marketing en los medicamentos que tomamos,Pablo Santa Cruz,2013-11-07,2018-07-18,TEDxUTFSM,820,51716,1500
16778,Fracaso tras fracaso,Karla Souza,2015-03-21,2018-07-18,TEDxCalzadaDeLosHéroes,1114,6153148,184000
19927,What your smart devices know (and share) about you,Kashmir Hill and Surya Mattu,2018-04-10,2018-07-18,TED2018,536,2150086,64000
